,Date,Brand,ProductDescription,Reason,Company,Url
1948,"Fri, 18 Apr 2014 00:00:00 -0400",CUBICIN,Daptomycin for injection,Presence of particulate matter,"Cubist Pharmaceuticals, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm393961.htm
1949,"Fri, 18 Apr 2014 00:00:00 -0400","Dominex Natural Foods, LLC",AngelBowls Corkscrew Pasta and Creamy Tomato Vodka Sauce,Undeclared allergen - pine nuts,"Dominex Natural Foods, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm394346.htm
1950,"Thu, 17 Apr 2014 17:15:00 -0400",Price Chopper,White Bean Hummus,Undeclared milk,Price Chopper Supermarkets,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm393842.htm
1951,"Thu, 17 Apr 2014 00:00:00 -0400",Hospira,"Propofol Injectable Emulsion, USP",Visible Particulates,"Hospira, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm393849.htm
1952,"Wed, 16 Apr 2014 15:45:00 -0400",Thursday Plantation Tea Tree,Cosmetic mouthwash,Bacterial contamination,"Natural Organics, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm393552.htm
1953,"Wed, 16 Apr 2014 15:08:00 -0400","Purina, Del&#39;s, Albers, Home Grown",Poultry feed,Low vitamin and mineral content,Purina Animal Nutrition LLC,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm393549.htm
1954,"Mon, 14 Apr 2014 00:00:00 -0400",Organic Traditions,Candy,Undeclared milk,"Health Matters America, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm393402.htm
1955,"Sat, 12 Apr 2014 00:00:00 -0400",Private Selection,Strawberry Sorbet,Undeclared milk,The Kroger Co.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm393215.htm
1956,"Fri, 11 Apr 2014 12:48:00 -0400",Pipeline and Alligator,Embolization Device and Retrieval Device,Polytetrafluoroethylene (PTFE) coating applied to the delivery wire could delaminate and detach from the devices,Covidien,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm392987.htm
1957,"Fri, 11 Apr 2014 00:00:00 -0400",Golden Smell,Meat Ball Medley,Undeclared egg,Strong America Limited,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm396944.htm
1958,"Fri, 11 Apr 2014 00:00:00 -0400",Archer Farms,Chocolate Hazelnut Swirl Gelato,Undeclared peanuts,SINCO Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm392999.htm
1959,"Fri, 11 Apr 2014 00:00:00 -0400",YF Sesame Flavor Cracker,YF Sesame Flavor Cracker,Undeclared peanuts,Domega NY International Co Ltd,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm396977.htm
1960,"Thu, 10 Apr 2014 00:00:00 -0400",Bissinger’s,Dark Chocolate Bunny Ears,Undeclared milk,Karl Bissinger’s LLC,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm392779.htm
1961,"Thu, 10 Apr 2014 00:00:00 -0400",Fernandez,Chile Molido Puro and Chile Rojo,Salmonella,Fernandez Chile Company Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm392887.htm
1962,"Thu, 10 Apr 2014 00:00:00 -0400",Fernandez,(In Spanish/En Espanol)Chile Molido Puro and Chile Rojo,Salmonella,Fernandez Chile Company Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm393041.htm
1963,"Wed, 09 Apr 2014 15:04:00 -0400",Lisy,Sweet basil (Albahaca),Salmonella,Lisy Corporation,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm392650.htm
1964,"Wed, 09 Apr 2014 00:00:00 -0400",Thinogenics,Weight loss capsules,Undeclared Sibutramine,Nature&#39;s Universe,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm393876.htm
1965,"Wed, 09 Apr 2014 00:00:00 -0400","Frontier, Whole Foods Market 365, Simply Organic, Nature’s Place, Mejier and Sprouts",Organic Black Peppercorns,Salmonella,Frontier Natural Products Co-op,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm392585.htm
1966,"Tue, 08 Apr 2014 15:37:00 -0400",Grandma&#39;s,Potato and Bacon Perogies,Undeclared soy,Buffalo SAV Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm392417.htm
1967,"Tue, 08 Apr 2014 00:00:00 -0400",Abady,Cat food,Salmonella,"Robert Abady Dog Food Co.,",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm392618.htm
1968,"Mon, 07 Apr 2014 15:33:00 -0400",Trader Giotto&#39;s,Caesar Salad with Caesar Dressing,"Undeclared egg, fish (anchovy), soy and wheat","H Group, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm392171.htm
1969,"Mon, 07 Apr 2014 00:00:00 -0400",Natural Grocers,Organic Black Peppercorns,Salmonella,"Vitamin Cottage Natural Food Markets, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm392330.htm
1970,"Fri, 04 Apr 2014 21:23:00 -0400","Frontier, Sprouts, Simply Organic",Organic Black Peppercorns,Salmonella,Sprouts Farmers Market Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm391991.htm
1971,"Fri, 04 Apr 2014 20:38:00 -0400",Whole Foods,Chipotle Chicken wrap,Undeclared fish,Whole Foods Market,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm391988.htm
1972,"Fri, 04 Apr 2014 00:00:00 -0400",Swanson Health Products,Herbal supplement,Salmonella,Swanson,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm392763.htm
1973,"Thu, 03 Apr 2014 20:42:00 -0400",AH!LASKA,Chocolate mix,Undeclared milk,Koru Pacific Packaging Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm391776.htm
1974,"Thu, 03 Apr 2014 19:54:00 -0400",Thursday Plantation Tea Tree,Cosmetic mouthwash,Bacterial contamination,"Natural Organics, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm391771.htm
1975,"Thu, 03 Apr 2014 16:25:00 -0400",Emparedados Boricua (In Spanish/En Espanol),Chicken and Cheese (Pollo &amp; Queso) Sandwich,Undeclared eggs,Emparedados Boricua,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm391762.htm
1976,"Thu, 03 Apr 2014 14:03:00 -0400",Emparedados Boricua,Chicken and Cheese  (Pollo and Queso) Sandwich,Undeclared eggs,Emparedados Boricua,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm391688.htm
1977,"Wed, 02 Apr 2014 11:39:00 -0400",Evita V500 and Babylog VN500,PS500 Power Supply Unit Ventilators,the batteries installed in the PS500 depleted much earlier than expected,Draeger,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm391472.htm
1978,"Tue, 01 Apr 2014 00:00:00 -0400","African Black Ant, XZen Gold, Xzone and more",Dietary Supplement,Unapproved new drug,"Nova Products, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm391045.htm
1979,"Mon, 31 Mar 2014 00:00:00 -0400",Lao Thai Nam,Salted fish,Potential to be contaminated with Clostridium botulinum,Lao Thai Nam Corp.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm391226.htm
1980,"Fri, 28 Mar 2014 21:27:00 -0400",Fresh Express,Italian Salad,Listeria monocytogenes,Fresh Express Incorporated,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm391048.htm
1981,"Fri, 28 Mar 2014 00:00:00 -0400",Elf,Herring Fillets in Wine Sauce,Undeclared Milk,Vita Food Products Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm391106.htm
1982,"Thu, 27 Mar 2014 19:35:00 -0400",Luna,Chocolate bars,Undeclared macadamia nuts,Clif Bar and Company,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm390934.htm
1983,"Thu, 27 Mar 2014 11:23:00 -0400",Alprose,Variety of Dark chocolates,Undeclared milk,BBM Chocolate Distributors,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm390844.htm
1984,"Thu, 27 Mar 2014 00:00:00 -0400",Alli,Alli Weight Loss Product,Concerns about authenticity of product,GlaxoSmithKline (GSK) Consumer Healthcare,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm391004.htm
1985,"Wed, 26 Mar 2014 16:11:00 -0400",Orton Bros.,Cookies,Undeclared peanuts,Vermont Common Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm390772.htm
1986,"Wed, 26 Mar 2014 15:00:00 -0400",Oscars Smokehouse Inc.,Cheese Spread,Listeria monocytogenes,Oscars Smokehouse Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm390751.htm
1987,"Wed, 26 Mar 2014 12:29:00 -0400",Bella Vi,Dietary Supplement,Products contain undeclared Sibutramine and/or combination of Sibutramine and Phenolphthalein,"Pure Edge Nutrition, LLC.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm390693.htm
1988,"Tue, 25 Mar 2014 17:07:00 -0400","Super Fat Burner, Maxi Gold, and Esmeralda",Dietary Supplement,Unapproved new drug,New Life Nutritional Center,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm390608.htm
1989,"Sat, 22 Mar 2014 00:00:00 -0400","Parkers, Happy Farms, Central Markets, Amish Classic, more","Peanut butter, cheese, salsa, and spreads",Listeria monocytogenes,"Parkers Farm Acquisition, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm390421.htm
1990,"Wed, 19 Mar 2014 17:39:00 -0400",Helados La Tapatia (In Spanish/En Espanol),Ice cream products,Listeria monocytogenes,"Helados La Tapatia, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm389908.htm
1991,"Wed, 19 Mar 2014 15:34:00 -0400",Harry’s Farmers Market,Amberjack,Consumer illness,Harry’s Farmers Market,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm389737.htm
1992,"Wed, 19 Mar 2014 13:37:00 -0400",Helados La Tapatia,Ice cream products,Listeria monocytogenes,"Helados La Tapatia, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm389712.htm
1993,"Tue, 18 Mar 2014 15:00:00 -0400",Playtex,AC/DC power adapters used with breast pump,Potential for electric shock,"Playtex Manufacturing, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm389542.htm
1994,"Tue, 18 Mar 2014 14:26:00 -0400",HemoSet,Dual channel infusion set,Over-delivery may occur by gravity infusion,"Hospira, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm389533.htm
1995,"Tue, 18 Mar 2014 00:00:00 -0400",Pleo,Homeopathic Drug Products,Penicillin contamination,"Terra-Medica, Inc",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm389832.htm
1996,"Mon, 17 Mar 2014 00:00:00 -0400",Fannie May,Assorted chocolates,Undeclared peanuts,"Fannie May Confections Brands, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm389402.htm
1997,"Mon, 17 Mar 2014 00:00:00 -0400",Simply Lite,Dark Chocolate Bar,Undeclared milk,"Simply Natural Foods, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm389406.htm
1998,"Fri, 14 Mar 2014 21:57:00 -0400",FreeStyle&amp;reg; &amp; FreeStyle Flash&amp;reg;,Blood Glucose Meter,May produce mistakenly low blood glucose results,Abbott,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm389357.htm
1999,"Fri, 14 Mar 2014 19:43:00 -0400",SNI,"Maeng Da Kratom, Max Kratom, and Bali Kratom",Products contain Kratom (Mitragyna Speciosa),SNI National,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm389350.htm
2000,"Fri, 14 Mar 2014 13:52:00 -0400",Shire Pharmaceuticals,VPRIV® (velaglucerase alfa for injection),"Presence of visible particulate matter, identified as stainless steel and barium sulfate",Shire Pharmaceuticals,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm389300.htm
2001,"Fri, 14 Mar 2014 00:00:00 -0400",Infinite Herbs LLC,Organic basil,Salmonella,Infinite Herbs LLC,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm389386.htm
2002,"Thu, 13 Mar 2014 17:42:00 -0400",Kirkland Signature,Sliced Fruit,Salmonella,"Oregon Freeze Dry, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm389177.htm
2003,"Thu, 13 Mar 2014 00:00:00 -0400","Dole, Fresh Selections and more",Variety of Bagged salads,Listeria monocytogenes,Dole Fresh Vegetables Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm389296.htm
2004,"Wed, 12 Mar 2014 17:39:00 -0400",Pain Free By Nature,Reumofan Plus tablets (In Spanish/En Espanol),Contain undeclared active pharmaceutical ingredients: methocarbamol and diclofenac,Pain Free By Nature,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm389293.htm
2005,"Wed, 12 Mar 2014 00:00:00 -0400",Pain Free By Nature,Reumofan Plus tablets,Contain undeclared active pharmaceutical ingredients: methocarbamol and diclofenac,Pain Free By Nature,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm389049.htm
2006,"Tue, 11 Mar 2014 00:00:00 -0400","Greatbatch, Inc.",Standard Offset Cup Impactors,Sterilization recommendation in the Instructions for Use for the product did not meet requirements for sterility assurance,"Greatbatch, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388883.htm
2007,"Thu, 06 Mar 2014 21:36:00 -0500",Net Food Brand,Turkey Dried Apricots,Undeclared Sulfites,Net Food Import and Export LLC,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388339.htm
2008,"Thu, 06 Mar 2014 19:27:00 -0500",Pfizers Effexor XR® and Greenstone  brands,Venlafaxine HCl 150 mg extended-release capsules,Foreign Tablet in one bottle,Pfizer Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388329.htm
2009,"Thu, 06 Mar 2014 17:07:00 -0500",Crown Food,Golden Natural Fruit Island,Undeclared Sulfites and FD &amp; C yellow #6,"Crown Food Distributors, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388326.htm
2010,"Wed, 05 Mar 2014 20:08:00 -0500",Starbucks,Greek Yogurt Raspberry &amp;Lemon Parfait Cups,Undeclared Egg,Gretchen&#39;s Shoebox Express,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388161.htm
2011,"Wed, 05 Mar 2014 15:37:00 -0500",Baxter,DIANEAL PD-2 Peritoneal Dialysis Solution with 1.5% Dextrose,Container Closure Non-Integrity,Baxter International Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388139.htm
2012,"Wed, 05 Mar 2014 00:00:00 -0500",Belmont,Belmont Chocolate Chip Cookie Dough Ice Cream,Undeclared Nut Allergen,House of Flavors Ice Cream Company,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388107.htm
2013,"Tue, 04 Mar 2014 21:32:00 -0500",Fresh To Go,‘Fresh To Go Tuscan Style Combo on Tomato Basil Bread’ sandwich.,May contain undeclared Pine Nuts (tree nuts).,HC Schau and Son,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388005.htm
2014,"Tue, 04 Mar 2014 20:48:00 -0500",World Baby,World Baby Italy and World Baby Thailand pouch products,"Plastic spouts may fracture, loosen, detach and present a choking hazard.",Plum Organics,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388000.htm
2015,"Tue, 04 Mar 2014 19:32:00 -0500",HeartMate II,HeartMate II LVAS Pocket System Controller,Difficulties encountered when changing from a primary system controller to a backup system controller,Thoratec Corporation,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387994.htm
2016,"Tue, 04 Mar 2014 00:00:00 -0500",Hong Lee Trading Inc,“Mut Dua Non” Young Coconut Candy (Strips),Undeclared Sulfites,Hong Lee Trading Inc,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388387.htm
2017,"Mon, 03 Mar 2014 00:00:00 -0500",Twin Marquis,Cooked Noodle and Lo Mein Noodle,Undeclared Milk,"Twin Marquis, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387908.htm
2018,"Mon, 03 Mar 2014 00:00:00 -0500","Lehigh Valley, Swiss Premium, and Price Chopper",Orange Juice,Undeclared Milk,Lehigh Valley Dairy,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387917.htm
2019,"Sat, 01 Mar 2014 18:45:00 -0500","Mexicana, Amigo, Santa Rosa De Lima, and Anita",Variety of cheeses,Listeria monocytogenes,Roos Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387775.htm
2020,"Sat, 01 Mar 2014 00:00:00 -0500","Mexicana, Amigo, Santa Rosa De Lima, and Anita",Variety of cheeses,Listeria monocytogenes,Roos Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387992.htm
2021,"Fri, 28 Feb 2014 00:00:00 -0500",UNCLE BEN’S READY RICE,Long Grain White Rice product,Punctures in the pouch packaging,Mars Food North America,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387764.htm
2022,"Fri, 28 Feb 2014 00:00:00 -0500",Lotte,Frozen fruit bar (watermelon flavor),Undeclared peanuts,Jinsunmi Int’l Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387768.htm
