DATE,BRAND_NAME,PRODUCT_DESCRIPTION,REASON,COMPANY,COMPANY_RELEASE_LINK,PHOTOS_LINK,upc
"Wed, 10 Apr 2013 00:00:00 -0400",Stryker Corporation,ShapeMatch Cutting Guides,Due to the potential that ShapeMatch Cutting Guides may not have been manufactured in accordance with surgeon preoperative planning parameters or may have been manufactured outside of the planning ranges specified in the 510(k) clearance,Stryker Corporation,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm347552.htm,,[]
"Wed, 10 Apr 2013 00:00:00 -0400",Showmaster&amp;reg;,Lamb feed,Contains incorrect sodium molybdate levels,Cargill,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm350957.htm,,[]
"Fri, 05 Apr 2013 00:00:00 -0400",Green Valley Drugs,"Sterile, compounded products",Lack of sterility assurance and concerns associated with the quality control processes,Green Valley Drugs,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm347559.htm,,[]
"Thu, 04 Apr 2013 15:57:00 -0400",Little Mermaid Smoke House,Smoked Herring and Pickled Herring fish,"Products were found to be uneviscerated, and have the potential to be contaminated with Clostridium botulinum",Little Mermaid Smoke House,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm346674.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm346677.htm,[]
"Thu, 04 Apr 2013 12:56:00 -0400","Farm Rich, Market Day, Schwan&#39;s","Mozzarella bites, quesadillas, pizza slices and more",Escherichia coli O121,Rich Products Corporation,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm346633.htm,,"['072180610089', '041322374554', '041322325211', '4132236450', '4132235631', '4132232522', '4132232521', '041322374331', '041322356345', '041322374431', '072180553126', '4132235635', '4132237455', '4132235643', '4132237691', '041322378132', '4132235634', '041322356437', '4132237443', '041322356222', '041322376909', '041322376916', '041322356116', '041322356185', '4132235618', '4132237433', '4132235633', '4132280435', '041322356352', '7218061008', '041322804358', '7218055312', '4132235622', '4132235611', '041322356031', '4132237690', '4132236633']"
"Thu, 04 Apr 2013 00:00:00 -0400",Centerville Pie,Clam Pies,Undeclared fish (anchovies),Centerville Pie Company,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm346792.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm346793.htm,[]
"Wed, 03 Apr 2013 17:44:00 -0400",Bravo!,"Chicken Balance, Chicken Blend and Beef Blend Burgers - Raw Frozen Food Diet for Dogs and Cats",Potential to be contaminated with &lt;i&gt;Salmonella&lt;/i&gt;,Bravo!,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm346496.htm,,[]
"Mon, 01 Apr 2013 00:00:00 -0400",ROCK-IT-MAN,Male sexual enhancement capsules,"Product contains hydroxythiohomosildenafil, an analogue of sildenafil","Consumer Concepts, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm347026.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm347028.htm,[]
"Fri, 29 Mar 2013 20:29:00 -0400","California Natural, Evo, Health Wise, more",Pet food,&lt;i&gt;Salmonella&lt;/i&gt;,Natura Pet Products,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345971.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345636.htm,"['751485153131', '751485127316', '751485152011', '751485154411', '751485127408', '751485126807', '751485707204', '751485414027', '751485158853', '751485399409', '751485159942', '751485152523', '751485823539', '751485414010', '751485414119', '751485177323', '751485126869', '751485707808', '751485153124', '751485123356', '751485823775', '751485416083', '751485414041', '751485158884', '751485126173', '751485123653', '751485127262', '751485125527', '751485413716', '751485123219', '751485413013', '751485416076', '751485159959', '751485158778', '751485127149', '751485399416', '751485153117', '751485125541', '751485707020', '751485823560', '751485414126', '751485159874', '751485413914', '751485123271', '751485126005', '751485414102', '751485707228', '751485153155', '751485159881', '751485601021', '751485123646', '751485154442', '751485127422', '751485126715', '751485413723', '751485397047', '751485707402', '751485123769', '751485126074', '751485127057', '751485125558', '751485414058', '751485127248', '751485416038', '751485707129', '751485127286', '751485393803', '751485399423', '751485123639', '751485158822', '751485154459', '751485125534', '751485126821', '751485413921', '751485126180', '751485150017', '751485152509', '751485123233', '751485413877', '751485159898', '751485159904', '751485123332', '751485126708', '751485126814', '751485159928', '751485127040', '751485126746', '751485414003', '751485413983', '751485126722', '751485123240', '751485123363', '751485127309', '751485421018', '751485123677', '751485126852', '751485123622', '751485125657', '751485414706', '751485152516', '751485707303', '751485414751', '751485126166', '751485127293', '751485393544', '751485123301', '751485123288', '751485152554', '751485127156', '751485123349', '751485414072', '751485153100', '751485707426', '751485126876', '751485159980', '751485153162', '751485393797', '751485413907', '751485823805', '751485126050', '751485123264', '751485127279', '751485123202', '751485152042', '751485823874', '751485127255', '751485414065', '751485152066', '751485123226', '751485152059', '751485158915', '751485126012', '751485823522', '751485126777', '751485393551', '751485152028', '751485707419', '751485707044', '751485127415', '751485126036', '751485707211', '751485823911', '751485153018', '751485393780', '751485393353', '751485414805', '751485126753', '751485153001', '751485125640', '751485123257', '751485126067', '751485126760', '751485154428', '751485707013', '751485154435', '751485123325', '751485126043', '751485707709', '751485123738', '751485823577', '751485152004', '751485707327', '751485153025', '751485413891', '751485123295', '751485707105', '751485123318', '751485707112', '751485413990']"
"Fri, 29 Mar 2013 18:58:00 -0400",Hospira,Sodium Chloride Injection,Brass particulates,"Hospira, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345963.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345966.htm,[]
"Thu, 28 Mar 2013 19:21:00 -0400",Heartland Gourmet,"Cookie mix, Pizza mix",Undeclared milk,"Heartland Gourmet, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345785.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345787.htm,"['737697015306', '737697020249']"
"Thu, 28 Mar 2013 00:00:00 -0400","Farm Rich, Market Day","Mozzarella Bites, Quesadillas, Pizza",Escherichia coli O121,Rich Products Corporation,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345896.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345902.htm,"['041322376909', '041322376916', '041322804358', '041322374431', '041322356345', '041322356352', '041322356437']"
"Thu, 28 Mar 2013 00:00:00 -0400",NuGO,Dessert Bars,Undeclared milk,"Lifestyle Evolution, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345921.htm,,"['69153552302', '69153550901', '69153520901', '69153552301', '69153545101', '69153552101', '69153552702', '69153545301', '69153552502', '69153552902', '69153520902', '69153545502', '69153552701', '69153552501', '69153520702', '69153552102', '69153545501', '69153545102', '69153545302', '69153520701']"
"Wed, 27 Mar 2013 18:24:00 -0400",Buffalo Trace Distillery,Marinade and Sauces,"Undeclared soy, anchovy, milk, and/or wheat",Buffalo Trace Distillery,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345602.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345603.htm,"['795436001034', '795436001058', '795436001065', '795436001072', '795436000174']"
"Wed, 27 Mar 2013 00:00:00 -0400",Lisy,Seasoning blends,Undeclared soy,Lisy Corporation,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345857.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345858.htm,"['096786300076', '096786500261', '096786500056', '096786600459', '096786300700', '096786300106', '096786600503', '096786300144', '096786500063', '096786500315', '096786500254', '096786300113', '096786600466', '096786600541', '096786600473']"
"Tue, 26 Mar 2013 22:08:00 -0400","Pallimed Solutions, Inc.",Sterile compounded drugs,Visible particulates,"Pallimed Solutions, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345468.htm,,[]
"Tue, 26 Mar 2013 21:29:00 -0400",La Preferida,Canned Pinto beans,Spoilage organisms or Pathogens,La Preferida Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345464.htm,,[]
"Tue, 26 Mar 2013 00:00:00 -0400",Publix Deli,Fruit and Grain Salad,Listeria monocytogenes,Publix Super Markets,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345853.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345855.htm,['4141539662']
"Sat, 23 Mar 2013 00:00:00 -0400",Sweet P&#39;s Bake Shop,Coffee Cake,Undeclared walnuts,Gold Standard Baking,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345197.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345199.htm,['011225113833']
"Wed, 20 Mar 2013 19:53:00 -0400","Med Prep Consulting, Inc.",All compounded products,Due To Potential Mold Contamination,"Med Prep Consulting, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344787.htm,,[]
"Wed, 20 Mar 2013 19:28:00 -0400",Clinical Specialties,"Acetylcysteine 10% solution, Cyclosporine 1% ophthalmic drops, Dexamethasone NaPo4 12 mg/ml, more",Lack of sterility assurance,Clinical Specialties Compounding Pharmacy,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344786.htm,,[]
"Wed, 20 Mar 2013 18:40:00 -0400",New Chapter,Dietary Supplement,Undeclared Soy,"New Chapter, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344782.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344783.htm,['727783001238']
"Tue, 19 Mar 2013 00:00:00 -0400",Daesang,Soy Bean Paste,Undeclared Peanuts,Daesang America Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344657.htm,,['880152435671']
"Mon, 18 Mar 2013 19:09:00 -0400",Avastin,Avastin unit dose syringes,The product has or potentially could result in an infection within the eye,Clinical Specialties,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344377.htm,,[]
"Mon, 18 Mar 2013 16:31:00 -0400",ProtiDiet,High Protein Chocolate Dream Bars,May contain Salmonella,"Pro-Amino International Inc., Saint-Eustache, Quebec, Canada",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344353.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344355.htm,['621498422381']
"Mon, 18 Mar 2013 00:00:00 -0400","California Natural, EVO, Healthwise, Innova",Pet Food,Salmonella,Natura Pet Products,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344421.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm345636.htm,"['751485153131', '751485413877', '751485159874', '751485413907', '751485127316', '751485123264', '751485127279', '751485413914', '751485159904', '751485123202', '751485123271', '751485127408', '751485123332', '751485707204', '751485414027', '751485414102', '751485707310', '751485707228', '751485399409', '751485159942', '751485123226', '751485152059', '751485159881', '751485414010', '751485414119', '751485127040', '751485123646', '5148512554', '751485154442', '751485414003', '751485126777', '751485126869', '751485707419', '751485127415', '751485127422', '751485707211', '751485707402', '751485416083', '751485123769', '751485153100', '751485127309', '751485152509', '751485126173', '751485421018', '751485126753', '751485126852', '751485123622', '751485127057', '751485153001', '751485123653', '751485125640', '751485125527', '751485154428', '751485126760', '751485416038', '751485123219', '751485152516', '751485416076', '751485127286', '751485707303', '751485159959', '751485123325', '751485126166', '751485154435', '751485127293', '751485399423', '751485123639', '751485123288', '751485153025', '751485152554', '751485707327', '751485127323', '751485399416', '751485123349', '751485413891', '751485413921', '751485413938', '751485707426', '751485126180', '751485126876', '751485159980', '751485414126']"
"Sun, 17 Mar 2013 19:38:00 -0400","Med Prep Consulting, Inc.",All compounded products,DUE TO POTENTIAL MOLD CONTAMINATION,"Med Prep Consulting, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344229.htm,,[]
"Sat, 16 Mar 2013 20:25:00 -0400","Med Prep Consulting, Inc","MAGNESIUM SULFATE 2GM IN DEXTROSE 5 PERCENT IN WATER, 50 ml FOR INJECTION",Contain visible particulate contaminants confirmed to be mold,"Med Prep Consulting, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344189.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344190.htm,[]
"Fri, 15 Mar 2013 19:01:00 -0400",Guardian II and Guardian II NC,Hemostasis valves used in catheterization procedures,"Pose a slightly increased risk of air leakage that may lead to an air embolism, which could result in serious injury or death","Vascular Solutions Zerusa Ltd subsidiary of Vascular Solutions, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344019.htm,,[]
"Fri, 15 Mar 2013 18:57:00 -0400",Kameda,Rice Cracker &quot;Kotsubukko&quot;,Undeclared milk,Nishimoto Trading Co.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344017.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344018.htm,['074410630188']
"Fri, 15 Mar 2013 18:28:00 -0400",Grippo&#39;s,Potato Chips (various flavors),Potential to contain metal fragments,"Grippo Foods, Inc",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344009.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344010.htm,"['076847141275', '076847141251', '076847141244', '076847121246', '076847141237', '076847141268']"
"Wed, 13 Mar 2013 00:00:00 -0400",Bravo!,Chicken Blend-Raw Frozen Food Diet for Dogs and Cats,Potential to be contaminated with Salmonella,Bravo!,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm343716.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm343724.htm,[]
"Mon, 11 Mar 2013 15:24:00 -0400",Night Bullet,Dietary supplement,Product contains trace amounts of Sulfohydroxyhomosildenafil and Aminotadalafil.,"Green Planet, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm343216.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm343221.htm,['018505122233']
"Mon, 11 Mar 2013 00:00:00 -0400",La Preferida,Canned Pinto beans,Spoilage organisms or Pathogens,La Preferida Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm344732.htm,,[]
"Sun, 10 Mar 2013 00:00:00 -0500","Premium Edge, Diamond Naturals, 4health",Dry Cat Food,Low level of thiamine (Vitamin B1),Diamond Pet Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm343084.htm,,[]
"Fri, 08 Mar 2013 11:56:00 -0500",Chicken of the Sea,Canned tuna,Can seams do not meet standard,"Tri-Union Seafoods, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm342911.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm342914.htm,"['048000001955', '048000033550']"
"Thu, 07 Mar 2013 21:30:00 -0500","Bumble Bee, Brunswick",Canned tuna,Loose can seals,"Bumble Bee Foods, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm342851.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm342597.htm,"['8660000990', '8660000021', '8660000776', '6661332803', '8660000025', '8660000736', '8660000020', '8660000775']"
"Thu, 07 Mar 2013 00:00:00 -0500",Strippin&#39; Chicks,Pet Treats,Salmonella,Diggin&#39; Your Dog,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm342968.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm342972.htm,[]
"Thu, 07 Mar 2013 00:00:00 -0500",Steve&#39;s Real Food,Frozen pet food,Salmonella,Steve&#39;s Real Food,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm342902.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm342918.htm,[]
"Wed, 06 Mar 2013 18:31:00 -0500",Chicken of the Sea,Canned tuna,Seal quality out of specification,Tri-Union Seafoods LLC,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm342650.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm342651.htm,['048000033550']
